직업코드,직업명,직업분류,NCS능력단위명,NCS능력단위정의,NCS대분류,NCS중분류,NCS소분류,능력단위코드
K000007549,경호원,경호·보안 종사자,경호,"경호기획이란 경호업무의 형성, 준비, 실시, 평가 등의 경호업무가 형성되어 종료될 때까지의 전 과정에 걸쳐 모든 경호관련자가 수행하여야할 행동원칙과 지침을 개발하고, 정리하여 문서화하는 능력이다.",경비·청소,경비,경비·경호,1101010201
K000007549,경호원,경호·보안 종사자,진로지원,진로체험활동 실시란 대면/비대면 운영형태에 따라 진로체험활동을 구성하고 운영지도자교육을 통해 진로체험활동을 실행하고 평가·활용하는 능력이다.,사회복지·종교,상담,청소년지도,0702020306
K000007549,경호원,경호·보안 종사자,경호,"경호운용지원이란 본 활동인 경호업무 수행에 필요한 인력 및 조직관리,행정처리, 법무행정, 경호업무와 관련한 고객요구사항처리 등과 같은 지원활동을 수행하는 능력이다.",경비·청소,경비,경비·경호,1101010212
K000001066,청소원,청소 종사자,전기철도설계·감리,"전기철도 안전환경관리란 시공 안전성 확보를 위한 안전관리계획, 안전교육 및 친환경 공사가 되도록 관리하는 능력이다.",전기·전자,전기,전기철도,1901090110
K000001066,청소원,청소 종사자,일상생활기능지원,"가사활동지원이란 대상자에게 식사준비, 청소, 의복관리를 통하여 기본적인 가사활동을 지원하는 능력이다.",사회복지·종교,사회복지,사회복지서비스,0701020203
K000001066,청소원,청소 종사자,의료시설위생관리,의료폐기물관리란 의료시설에서 의료행위와 연구과정에서 발생하는 폐기물을 적법하게 처리하는 능력이다.,보건·의료,보건,보건지원,0601020402
K000007523,검표원,검침·주차관리 및 기타 서비스 단순 종사자,국내여행안내,환송(sending) 지원이란 탑승수속을 지원하고 출국장 이용정보를 확인하는 능력이다.,이용·숙박·여행·오락·스포츠,관광·레저,여행서비스,1203010312
K000007523,검표원,검침·주차관리 및 기타 서비스 단순 종사자,항공객실서비스,"승객 탑승 및 이륙전 서비스란 탑승위치 대기, 탑승권 재확인, 좌석 안내,수하물 정리 지원, 특수 고객 지원, 탑승환영 안내 방송을 수행하는 능력이다.",이용·숙박·여행·오락·스포츠,관광·레저,여행서비스,1203010503
K000001004,기술 영업원,기술·해외 영업원 및 상품중개인,전자제품영업,전자제품 영업환경분석이란 전자제품 영업을 수행하는데 있어서 영향을주는 외적 변수를 파악하고자 사회⋅기술⋅경제 환경을 분석하는 능력이다.,전기·전자,전자기기일반,전자제품고객지원,1902030201
K000001004,기술 영업원,기술·해외 영업원 및 상품중개인,초고속망서비스,"사업 관리 수립이란 시장상황과 경영방침에 부합하는 초고속망 서비스의영업 목표를 결정하기 위하여 시장조사, 고객 요구분석, 영업목표 수립, 가격정책 수립, 홍보·판매전략 수립 업무를 수행하는 능력이다.",정보통신,통신기술,통신서비스,2002030301
K000001004,기술 영업원,기술·해외 영업원 및 상품중개인,전자제품영업,전자제품영업 가격전략수립이란 전자제품 시장에서 가격경쟁력을 확보하기 위해서 수립한 가격정책에 따라 손익분기점을 산출하고 판매가격을 관리하는 능력이다.,전기·전자,전자기기일반,전자제품고객지원,1902030203
K000007560,해외영업원,기술·해외 영업원 및 상품중개인,직무분석,직무분석 결과 활용이란 직무분석 기술이 완료된 후 해당 결과를 인사관리에 활용하는 능력이다.,교육·자연·사회과학,직업교육,직업교육,0403010312
K000007560,해외영업원,기술·해외 영업원 및 상품중개인,기업교육,정부지원사업·제도 활용이란 정부정책의 일환으로 시행되고 있는 각종HRD관련 예산 지원 사업 또는 제도를 활용하여 교육과정 및 교육 인프라의 효율적인 운용을 수행하는 능력이다.,교육·자연·사회과학,직업교육,직업교육,0403010213
K000007560,해외영업원,기술·해외 영업원 및 상품중개인,방문판매,"방문판매서비스마인드 구축이란 방문판매자가 영업마인드를 구축하고 이미지 메이킹, 방문예절 등을 이해하여 자기주도적으로 판매역량을 높이는능력이다.",영업판매,판매,일반판매,1003020202
K000007451,텔레마케터,텔레마케터,외식운영관리,"매장 마케팅관리란 매출을 극대화하기 위하여 체계적으로 마케팅 계획,마케팅 활동, 마케팅 성과분석을 수행하는 능력이다.",음식서비스,식음료조리·서비스,외식경영,1301030109
K000007451,텔레마케터,텔레마케터,고객관리,고객 관계 관리란 고객데이터 분석 결과를 바탕으로 고객 유형을 분류하여 고객 관계를 확보하고 유지하기 위한 업무를 수행하는 능력이다.,경영·회계·사무,기획사무,마케팅,0201030210
K000007451,텔레마케터,텔레마케터,방문판매,"방문고객 사후관리란 판매 이후에 행해지는 활동으로, 보유고객을 관리하고 점검하며 보유고객과의 관계를 유지하는 능력이다.",영업판매,판매,일반판매,1003020211
K000000874,주유원,판매 종사자,불도저운전,"운용관리란 공정관리, 장비관리, 부품관리, 정비관리를 수행하여 장비를 유지관리 하는 능력이다.",건설,건설기계운전·정비,토공기계운전,1407010410
K000000874,주유원,판매 종사자,방문판매,방문판매 기획이란 방문판매 업무를 숙지하고 상품지식과 법률을 습득하여 판매단계에 따라 표준화된 활동을 할 수 있도록 기획하는 능력이다.,영업판매,판매,일반판매,1003020201
K000000874,주유원,판매 종사자,보험계약심사,"환경적 인수위험평가란 피보험자의 환경적 위험을 정확하게 평가하기 위하여 환경적 심사정보 수집, 환경적 심사위험 평가, 환경적 가입조건 결정을 하는 능력이다.",금융·보험,보험,보험영업·계약,0302020203
K000001050,상품 대여원,판매 종사자,고객관리,"고객 필요정보 제공이란 예측되는 고객의 정보요구에 대응하기 위하여 필요 정보를 산출하고, 경로별로 정보를 제공하며 관리하는 능력이다.",경영·회계·사무,기획사무,마케팅,0201030206
K000001050,상품 대여원,판매 종사자,방문판매,방문판매 기획이란 방문판매 업무를 숙지하고 상품지식과 법률을 습득하여 판매단계에 따라 표준화된 활동을 할 수 있도록 기획하는 능력이다.,영업판매,판매,일반판매,1003020201
K000001050,상품 대여원,판매 종사자,보험계약심사,"환경적 인수위험평가란 피보험자의 환경적 위험을 정확하게 평가하기 위하여 환경적 심사정보 수집, 환경적 심사위험 평가, 환경적 가입조건 결정을 하는 능력이다.",금융·보험,보험,보험영업·계약,0302020203
K000001128,상점 판매원,판매 종사자,자동차정비경영관리,"판매·재고관리란 교환 상품의 매입, 진열판매, 재고 · 매입처를 관리하는 능력이다.",기계,자동차,자동차정비관리,1506040106
K000001128,상점 판매원,판매 종사자,고객관리,"고객 필요정보 제공이란 예측되는 고객의 정보요구에 대응하기 위하여 필요 정보를 산출하고, 경로별로 정보를 제공하며 관리하는 능력이다.",경영·회계·사무,기획사무,마케팅,0201030206
K000001128,상점 판매원,판매 종사자,보험계약심사,"환경적 인수위험평가란 피보험자의 환경적 위험을 정확하게 평가하기 위하여 환경적 심사정보 수집, 환경적 심사위험 평가, 환경적 가입조건 결정을 하는 능력이다.",금융·보험,보험,보험영업·계약,0302020203
K000007469,선박기관사,항공기·선박·철도 조종사 및 관제사,항해,항해장비운용이란 선박의 안전한 항해를 위하여 전파전자 항해기기와 조타제어 시스템                  을 운용하는 능력이다.,운전·운송,선박운전·운송,선박운항,0903010106
K000007469,선박기관사,항공기·선박·철도 조종사 및 관제사,근해어업,"출어준비란 조업에 필요한 각종 유류, 어구재료, 주·부식, 선용품 및 기관부속품과 예비품의 수급계획, 구매, 검수, 보관·정리, 선박의 출항수속, 어선원을 교육하는 능력이다.",농림어업,수산,어업,2404010203
K000007469,선박기관사,항공기·선박·철도 조종사 및 관제사,보험계약심사,"환경적 인수위험평가란 피보험자의 환경적 위험을 정확하게 평가하기 위하여 환경적 심사정보 수집, 환경적 심사위험 평가, 환경적 가입조건 결정을 하는 능력이다.",금융·보험,보험,보험영업·계약,0302020203
K000007552,항공기조종사,항공기·선박·철도 조종사 및 관제사,자가용항공기조종,"자가용항공기 비행 전 준비란 계획된 목적지까지 운항하고 임무를 수행하기 위하여 법정서류 확인, 항공정보 확인, 항공기성능 확인, 항행장비성능확인, 비행계획서 제출하는 업무를 수행하는 능력이다.",운전·운송,항공운전·운송,항공기조종운송,0904010201
K000007552,항공기조종사,항공기·선박·철도 조종사 및 관제사,사업용항공기조종,항공방제비행이란 항공방제에 필요한 사전 지식을 습득하고 항공방제 비행을 할 수 있는 능력이다.,운전·운송,항공운전·운송,항공기조종운송,0904010313
K000007552,항공기조종사,항공기·선박·철도 조종사 및 관제사,경량항공기조종,경량항공기 비상절차란 비행 중 기상 및 기체 등의 결함으로 발생하는 비상상황에 대처하는 능력이다.,운전·운송,항공운전·운송,항공기조종운송,0904010111
K000008493,관제사,항공기·선박·철도 조종사 및 관제사,항공교통관제,"비행정보제공이란 항공기의 안전하고 효율적인 비행을 위하여 기상정보,항행안전시설, 관련 비행장시설의 상태 변경에 관한 정보를 항공기에게제공하는 능력이다.",운전·운송,항공운전·운송,항공운항,0904020101
K000008493,관제사,항공기·선박·철도 조종사 및 관제사,철도신호제어시공,"열차집중제어장치 시공은 관제소에서 관제가 가능하도록 정보전송장치,표시제어장치를 시공하고 인터페이스를 시험하는 능력이다.",전기·전자,전기,철도신호제어,1901100209
K000008493,관제사,항공기·선박·철도 조종사 및 관제사,선박교통관제,비상상황 영어구사는 선박 통항 시 관제에 필요한 조난통신영어를 구사하는 능력이다.,운전·운송,선박운전·운송,선박운항,0903010625
K000007465,택시운전원,자동차 운전원,취업알선,"구직자 일반상담이란 구직자의 구직신청을 접수하고, 구직자의 직무 특성을 파악하여 필요한 취업계획을 수립할 수 있도록 상담을 진행하는 능력이다.",사회복지·종교,상담,직업상담서비스,0702010215
K000007465,택시운전원,자동차 운전원,기중기운전(이동식크레인조종),장비 이동이란 기중기를 작업장까지 이동하는 능력이다.,건설,건설기계운전·정비,양중기계운전,1407050101
K000007468,버스운전원,자동차 운전원,여객운송,"승객 승ㆍ하차지원이란 승객의 승ㆍ하차 시 승객의 안전을 확보하고, 승ㆍ하차 편의를 제공하며, 승객의 수하물을 안전하게 관리하는 능력이다.",운전·운송,자동차운전·운송,자동차운전·운송,0901010103
K000007468,버스운전원,자동차 운전원,객화차량유지보수,"객화차량 연결장치 유지보수란 열차를 조성, 운전하는데 있어 객화차량을기관차에 체결하고, 차량 상호간 연결하는데 필요한 장치를 유지보수 능력이다.",기계,철도차량제작,철도차량유지보수,1507020405
K000007462,지게차운전원,물품이동장비 조작원(크레인·호이스트·지게차),지게차운전,화물운반작업이란 지게차를 주행하여 화물을 운반하는 능력이다.,건설,건설기계운전·정비,적재기계운전,1407040114
K000007462,지게차운전원,물품이동장비 조작원(크레인·호이스트·지게차),굴착기운전,시험 터파기란 토목 기초공사를 위해 굴착기를 이용하여 작업지시사항에 따라 작업 내용을 숙지하고 시험 터파기를 하는 능력이다.,건설,건설기계운전·정비,토공기계운전,1407010612
K000007462,지게차운전원,물품이동장비 조작원(크레인·호이스트·지게차),천장크레인운전(천장크레인조종),"작업지시 확인이란 중량물 권상작업 시작 전 작업계획서를 확인하고, 작업장의 특성 및 특수 중량물의 작업절차를 확인하는 능력이다.",건설,건설기계운전·정비,양중기계운전,1407050401
K000000884,선박갑판원,택배원 및 기타 운송 종사자,기장생산,"Tunnel Thruster 설치(기계)는 선박의 접안, 계류 시 사용하는 기계장치로설계도면, 규정 및 절차에 따라서 설치하는 능력이다.",기계,조선,선박의장생산,1508030105
K000000884,선박갑판원,택배원 및 기타 운송 종사자,철의장설계,"구명(Life Saving)장비 설계란 해상에서 선박의 조난 시 또는 인명 구조 시사람의 생명과 직결되는 구명정(Lifeboat)과 구명뗏목(Liferaft), 구조정(Rescue Boat), 구명부환(Lifebuoy), 구명동의(Lifejacket), 각종 신호(Signal) 및 통신장비들을 최적 배치하는 능력이다.",기계,조선,선박설계,1508010403
K000000884,선박갑판원,택배원 및 기타 운송 종사자,선장생산,"Anchoring 시스템류 설치란 Anchor, Chain 및 Anchor Chain Stopper를 설치하는 능력이다.",기계,조선,선박의장생산,1508030310
K000007467,콘크리트공,건설구조 기능원,콘크리트공기계운전,"콘크리트믹서트럭 호퍼작업이란 안전하고 원활한 작업을 위하여 콘크리트펌프 작업, 호퍼에 작업을 수행하는 능력이다.",건설,건설기계운전·정비,콘크리트공기계운전,1407030115
K000007467,콘크리트공,건설구조 기능원,수중구조물시공,"수중구조물 본체 시공이란 수중구조물 본체 제작, 본체 구조물 철근 콘크리트 시공, 부대공 시공, 수중구조물 본체 시공 품질 관리하기를 수행하는능력이다.",건설,토목,토목시공,1402020408
K000007467,콘크리트공,건설구조 기능원,콘크리트공기계운전,"콘크리트펌프 작동법 파악이란 콘크리트펌프의 안전하고 원활한 조종을위하여 콘크리트펌프 원리, 각부 명칭, 기능 등을 파악하고 장치를 조작하는 능력이다.",건설,건설기계운전·정비,콘크리트공기계운전,1407030106
K000007475,건축석공,건설구조 기능원,석공예,"석재작업 안전관리란 품질 좋은 제품을 생산하기 위하여 사고를 미연에방지하고, 작업자의 지속적인 안전을 도모하는 능력이다.",인쇄·목재·가구·공예,공예,공예,2202010311
K000007475,건축석공,건설구조 기능원,한옥시공,한옥시공 기초공사란 터 잡기를 한 후 토공사와 기초공사를 할 수 있는능력이다.,건설,건축,건축시공,1403021603
K000007475,건축석공,건설구조 기능원,석공예,원석채석일반은 원자재 생산의 일반적 사항을 이해하고  특별한 형태의주문등의 계획을 수립하는 능력이다.,인쇄·목재·가구·공예,공예,공예,2202010304
K000007533,철근공,건설구조 기능원,석축,"석축 현장안전이란 안전보호구 착용, 안전시설물 설치, 불안전 시설물을개선하여 위험요소로부터 근로자를 보호하는 능력이다.",건설,토목,토목시공,1402021102
K000007533,철근공,건설구조 기능원,철근콘크리트시공,"철근콘크리트시공 계획수립이란 설계도서 및 내역검토, 공정표/시공계획서작성, 품질/안전/환경관리를 계획하는 능력이다.",건설,건축,건축시공,1403020603
K000007533,철근공,건설구조 기능원,석축,"석축 도면파악이란 전개도, 평면도, 측면도, 상세도 등을 확인하여 도면에대한 기본지식 및 현황을 파악하는 능력이다.",건설,토목,토목시공,1402021101
K000001038,방수공,건축마감 기능원,방수시공,"방수시공 계획수립이란 도면검토, 공사내역을 통하여 방수시공의 공정, 품질, 인원, 자재, 가설, 안전, 환경 관리 등을 계획하는 능력이다.",건설,건축,건축시공,1403020303
K000001038,방수공,건축마감 기능원,방수시공,시멘트 액체 방수란 건축물의 내·외부의 구조체에 시멘트 모르타르와 방수액을 사용하여 방수층을 형성하는 능력이다.,건설,건축,건축시공,1403020305
K000001038,방수공,건축마감 기능원,방수시공,"바탕처리란 방수바탕면에 불순물을 청소 및 정리하고 콘크리트 등에 결함부가 있을 때, 방수층이 잘 접착 되도록 보수보강하는 능력이다.",건설,건축,건축시공,1403020304
K000001102,미장공,건축마감 기능원,조경시공,입체조경공사란 인공구조물을 대상으로 설계도서에 따라 시공계획을 수립한 후 현장여건을 고려하여 식물과 조경시설물을 생태적·기능적·심미적으로 식재하고 설치하는 능력이다.,건설,조경,조경,1405010208
K000001102,미장공,건축마감 기능원,단열시공,"공정관리계획 수립이란 현장을 조사하고 설계도서에 따라 공법검토, 공정관리계획 및 공정표작성 등을 수립하는 능력이다.",건설,건축,건축시공,1403021010
K000001102,미장공,건축마감 기능원,문화재보수,"문화재 미장 보수란 문화재를 보수하기 위하여 보수계획 수립, 미장 해체,미장 공사하는 능력이다.",문화·예술·디자인·방송,문화·예술,문화재관리,0801040205
K000001188,도배공,건축마감 기능원,전시디자인,"현장설치 유지 관리는 전시장 안전 지침에 따른 현장안전관리를 바탕으로최적의 설치를 위한 공정, 인력 및 자재 관리, 시설 유지관리를 진행시키는 능력이다.",문화·예술·디자인·방송,디자인,디자인,0802010911
K000001188,도배공,건축마감 기능원,냉동공조설치,"공조배관설치란 설계도서와 현장여건에 적합하게 냉온수, 냉각수, 증기배관 등을 설치하는 능력이다.",기계,기계장치설치,냉동공조설비,1505020226
K000001188,도배공,건축마감 기능원,선박배관정비,공정관리란 요구 품질 및 시한에 맞춰 정비를 완료할 수 있도록 계약요구사항을 확인하고 현장회의를 거쳐 정비계획서를 작성하고 공정진행을 확인하는 능력이다.,기계,조선,선박정비,1508070302
K000007480,건물도장공,건축마감 기능원,선체품질관리,"품질문제예방활동이란, 선박 건조 공정 중 요구되는 품질이 확보되도록사전 분석, 협의 및 조정하고, 동일 문제점이 재발되지 않도록 조치하는데필요한 계획적이고 체계적인 활동 능력이다.",기계,조선,선박품질관리,1508040103
K000007480,건물도장공,건축마감 기능원,강구조시공,부부재 제작이란 강구조물 공사 조립의 전 단계로서 공작도에 의해 주요구조부재를 제외한 자재를 제작·가공하여 운송하는 능력이다.,건설,건축,건축시공,1403021312
K000007480,건물도장공,건축마감 기능원,단열시공,"공정관리계획 수립이란 현장을 조사하고 설계도서에 따라 공법검토, 공정관리계획 및 공정표작성 등을 수립하는 능력이다.",건설,건축,건축시공,1403021010
K000000964,건설 배관공,배관공,타워크레인운전(타워크레인조종),"해체운전이란 타워크레인의 해체 시 인하작업을 위해서 신호수, 작업자를확인하고 마스트를 해체하는 능력이다.",건설,건설기계운전·정비,양중기계운전,1407050306
K000000964,건설 배관공,배관공,천장크레인운전(천장크레인조종),중량물 권하작업이란 천장크레인을 운전하여 중량물을 내려놓는 작업을수행하는 능력이다.,건설,건설기계운전·정비,양중기계운전,1407050415
K000000964,건설 배관공,배관공,불도저운전,"운용관리란 공정관리, 장비관리, 부품관리, 정비관리를 수행하여 장비를 유지관리 하는 능력이다.",건설,건설기계운전·정비,토공기계운전,1407010410
K000008484,"공업배관공(플렌트, 항공, 선박, 철도차량)",배관공,선박기본설계,"선박기본계획이란 선박의 크기, 구획 및 성능을 결정하기 위하여 주요 치수, 배치, 재화중량, 화물창 크기, 주기관 및 연료 소모량 등을 최적화하여설계하는 능력이다.",기계,조선,선박설계,1508010101
K000008484,"공업배관공(플렌트, 항공, 선박, 철도차량)",배관공,선박기본설계,건조사양서(Building Specification) 작성이란 고객의 요구사항과 관련 법규에서 필요로 하는 사양을 정리 및 확정하고 문서화하는 능력이다.,기계,조선,선박설계,1508010102
K000008484,"공업배관공(플렌트, 항공, 선박, 철도차량)",배관공,수면비행선박조종,"수면비행 운항계획은 운항에 필요한 제원과 운항성능 계산, 기상판독 및선박을 점검하여 운항계획을 수립하고 출항여부를 결정하는 능력이다.",운전·운송,선박운전·운송,선박운항,0903010401
K000000983,"잠수기능원(잠수부, 구난잠수요원)",기타 건설 기능원(채굴포함),조경설계,조경적산이란 설계도서를 검토하여 수량산출과 단가조사를 통해서 조경공사비를 산정하기 위한 산출근거를 만들고 공종별 내역서와 공사비 원가계산서 작성을 수행하는 능력이다.,건설,조경,조경,1405010112
K000000983,"잠수기능원(잠수부, 구난잠수요원)",기타 건설 기능원(채굴포함),선체조립,"마크(mark)류 시공이란 선체의 안전한 운항 및 적재를 위해 규정에 준하여선체에 마  킹, 센터 펀칭 작업 및 페인트 제거 등 일련의 작업을 하는 능력이다.",기계,조선,선체건조,1508020206
K000000983,"잠수기능원(잠수부, 구난잠수요원)",기타 건설 기능원(채굴포함),수면비행선박조종,"항해장비 운용이란 항해에 필요한 레이더, 통신장비, 전자해도 및 비행계기를 운용하는 능력이다.",운전·운송,선박운전·운송,선박운항,0903010404
K000000822,항공기 정비원,운송장비 정비원,항공기왕복엔진정비,"항공기 왕복엔진 흡입기 계통 점검은 비행안전을 위하여 공기여과기, 흡입관 가스켓, 과급기, 기화기 히터 점검, 교환하는 능력이다.",기계,항공기제작,항공기정비,1509030311
K000000822,항공기 정비원,운송장비 정비원,항공안전,"항공위험 관리란 항공 안전을 저해하는 위해요인(hazard)을 식별, 분석하여해당 위험을 경감‧제거시킬 수 있는 능력이다.",운전·운송,항공운전·운송,항공운항,0904020303
K000000976,선박 정비원,운송장비 정비원,항공기기체설계,"항공기 피로·파괴·손상 허용해석이란 항공기 구조물의 피로, 파괴, 손상에 의한 구조물의 건전성을 분석하고, 항공기의 구조 수명을 관리할 수 있도록 하는 능력이다.",기계,항공기제작,항공기설계,1509010113
K000000976,선박 정비원,운송장비 정비원,항공기정비관리,"항공기 기술관리란 항공기 정비의 체계적인 운영과 결함, 수리·개조 작업의 기술지원을 위해 정비관리 절차, 기술자료, 정비프로그램, 신뢰성, 고장 분석 등을 관리 하는 능력이다.",기계,항공기제작,항공장비관리,1509040103
K000000976,선박 정비원,운송장비 정비원,자동차엔진정비,"CNG 전자제어장치 정비란 CNG 전자제어장치 센서의 엔진 컨트롤 모듈을진단장비의 서비스데이터 및 관련 측정 장비로 점검, 진단, 조정, 교환, 수리하는 능력이다.",기계,자동차,자동차정비,1506030211
K000001070,자동차 정비원,운송장비 정비원,자동차섀시정비,자동차 정비 작업환경 관리란 자동차 정비작업 도중 발생되는 유해물질 등으로부터 작업자를 보호하기 위해 보호구를 선택하는 능력과 작업 시 장비 및 공구로부터 안전을 고려하여 작업하는 능력이다.,기계,자동차,자동차정비,1506030319
K000001070,자동차 정비원,운송장비 정비원,자동차튜닝,"자동차 차체구조 튜닝설계란 사용자의 요청에 따라 물품 적재장치 및 구조 강성장치 등을 기획, 설계, 설계도면 작성, 설계점검·개선, 제작, 시험을 수행하는 능력이다.",기계,자동차,자동차관리,1506050219
K000001070,자동차 정비원,운송장비 정비원,자동차조립,자동차 공구점검이란 자동차 조립 및 생산을 위하여 공구관리의 기준을설정하여 공구를 관리하고 각종 장비를 점검하며 자동차조립에 사용되는공구를 지원하는 능력이다.,기계,자동차,자동차제작,1506020110
K000001112,금속 공작기계 조작원,금형원 및 공작기계 조작원,항공기엔진·프로펠러제작,항공기 엔진 치공구 제작이란 항공기 엔진 공정도에 따라 CNC 프로그래밍을 이용하여 치공구를 설계하고 제작하는 능력이다.,기계,항공기제작,항공기제작,1509020214
K000001112,금속 공작기계 조작원,금형원 및 공작기계 조작원,다이캐스팅금형품질관리,다이캐스팅금형 부품검사란 가공된 부품의 표면상태를 육안으로 판별하는능력과 측정기를 선정하여 기본측정을 수행하는 능력이다.,기계,금형,다이캐스팅금형,1510030401
K000001112,금속 공작기계 조작원,금형원 및 공작기계 조작원,가전기기기구개발,기구 워킹목업 제작 준비란 워킹목업 제작을 위한 공용기구물을 검토하고신 가공법의 적용여부를 검토하는 능력이다.,전기·전자,전자기기개발,가전기기개발,1903010411
K000001223,금형원,금형원 및 공작기계 조작원,전자응용기기기구개발,"기구 금형 제작 관리란 금형의 제작 가능성을 분석하여 원가를 산출하고제품 품질에 부합하는 금형을 제작, 관리하는 능력이다.",전기·전자,전자기기개발,전자응용기기개발,1903040206
K000001223,금형원,금형원 및 공작기계 조작원,금형스마트시스템운영·관리,스마트 금형원가관리란 금형제작의 경쟁력확보를 위하여 계획원가와 실제투입 원가의 차이를 원가관리시스템으로 실시간 원가 차이를 분석하고 성과평가와 경영의사결정을 위한 자료를 작성하는 능력이다.,기계,금형,금형(공통),1510000109
K000001223,금형원,금형원 및 공작기계 조작원,사출금형설계,"사출금형 원가계산이란 제품도면 분석을 통해 금형제작 예상 비용을 산출하여 견적서를 작성하고, 금형제작에 사용된 경비를 파악하여 납품할 금형생산의 이익 여부를 계산하는 능력이다.",기계,금형,사출금형,1510010102
K000000871,일반기계 조립원,기계 조립원(운송장비 제외),자동차정비검사,소규모 제작자 자동차 안전검사란 자동차 소규모 제작자가 제작한 최초 1대에 대하여 기술검토와 안전검사(자동차안전연구원)를 받은 이후 계속 생산되는 자동차마다 자동차 안전기준에 맞게 제작되었는지 확인하는 능력이다.,기계,자동차,자동차정비,1506030607
K000000871,일반기계 조립원,기계 조립원(운송장비 제외),자동차튜닝,"자동차 차체구조 튜닝장착이란 사용자의 요청에 따라 물품 적재장치 및구조 강성장치 등을 조립, 장착, 검사를 수행하는 능력이다.",기계,자동차,자동차관리,1506050220
K000000871,일반기계 조립원,기계 조립원(운송장비 제외),자동차조립,"완성차 조립검사란 조립라인에서 차량의 조립이 완료되면 차량의 조립상태를 검사하고 기능을 검사하며, 검사조정을 수행하는 능력이다.",기계,자동차,자동차제작,1506020109
K000007548,자동차조립원,운송장비 조립원,진로지원,진로체험활동 실시란 대면/비대면 운영형태에 따라 진로체험활동을 구성하고 운영지도자교육을 통해 진로체험활동을 실행하고 평가·활용하는 능력이다.,사회복지·종교,상담,청소년지도,0702020306
K000007548,자동차조립원,운송장비 조립원,공정관리,"표준작업관리란 제품 생산에 있어 시간과 균일한 품질을 확보하기 위해표준작업 설정, 표준시간 설정, 표준작업 실행관리를 수행하는 능력이다.",경영·회계·사무,생산·품질관리,생산관리,0204010305
K000007548,자동차조립원,운송장비 조립원,자동차공정설계,"자동차 섀시부품 공정설계란 자동차 섀시부품 생산을 위한 생산공정의 생산설비, 검사공정 및 물류방식을 결정하는 능력이다.",기계,자동차,자동차설계,1506010310
K000000945,금속가공 기계 조작원,금속관련 기계·설비 조작원,다이캐스팅금형품질관리,다이캐스팅금형 부품검사란 가공된 부품의 표면상태를 육안으로 판별하는능력과 측정기를 선정하여 기본측정을 수행하는 능력이다.,기계,금형,다이캐스팅금형,1510030401
K000000945,금속가공 기계 조작원,금속관련 기계·설비 조작원,열처리,열처리 작업 안전관리란 열처리 현장에서 발생할 수 있는 안전사고 위험요인을 사전 예방하는 안전관리업무와 사고 발생 시의 대처와 응급조치를수행하는 능력이다.,재료,금속재료,금속가공,1601030310
K000000945,금속가공 기계 조작원,금속관련 기계·설비 조작원,항공기엔진·프로펠러제작,"항공기엔진 제작 도면해석이란 항공기 엔진제작 도면을 해석하고, 규격을검토하는 능력이다.",기계,항공기제작,항공기제작,1509020211
K000001083,외선 전기공,전기공,외선공사,가공배전선로공사란 수용가에 전기를 공급하기 위하여 전선설치부터 인입선까지 공사하는 능력이다.,전기·전자,전기,전기공사,1901070212
K000001054,화학물 가공 장치 조작원,석유·화학물 가공장치 조작원,해양오염관리·방제,"해양오염 실태 조사란 해양오염물질의 종류, 유출량, 확산예측, 오염물질의분포상태, 민감자원의 오염정도, 사고현장의 피해지역과 피해상황 등을 확인할 수 있는 능력이다.",건설,해양자원,해양환경관리,1408020303
K000001054,화학물 가공 장치 조작원,석유·화학물 가공장치 조작원,해양오염관리·방제,해상오염방제란 해상유출 오염물질에 대한 초동대응을 하여 오염물질의확산을 방지하고 오염물질을 해상에서 수거하고 제거하는 작업으로 오염피해를 최소화할 수 있는 대응하는 능력이다.,건설,해양자원,해양환경관리,1408020306
K000001054,화학물 가공 장치 조작원,석유·화학물 가공장치 조작원,해양오염관리·방제,해양오염방제 안전관리란 방제작업 현장에서 작업자의 안전을 저해하는요소 등을 파악하여 안전사고를 예방하고 작업자와 야생동식물을 보호할수 있는 인적ㆍ물적 네트워크를 구성하는 능력이다.,건설,해양자원,해양환경관리,1408020305
K000000986,화학제품 생산기계 조작원,고무·플라스틱 및 화학제품 생산기계 조작원 및 조립원,화학제품기술사업화관리,"화학제품 기술사업화 양산설비 구축이란 소규모설비 생산 및 사업성 평가를 통해 얻어진 결과를 바탕으로 양산설비를 구축하기 위해 외부설비, 기존설비 활용 및 신규설비 제작을 수행하는 능력이다.",화학·바이오,화학·바이오공통,화학제품연구개발,1701030305
K000000986,화학제품 생산기계 조작원,고무·플라스틱 및 화학제품 생산기계 조작원 및 조립원,평판인쇄,인쇄물 생산 전 준비 작업이란 인쇄실 작업환경을 조성하고 부재료를 준비하여 규격에 맞는 인쇄가 되도록 준비하는 능력이다.,인쇄·목재·가구·공예,인쇄·출판,인쇄,2201020212
K000000986,화학제품 생산기계 조작원,고무·플라스틱 및 화학제품 생산기계 조작원 및 조립원,도료제조,"도료 배합설계란 고객이 요구하는 코팅 용액을 설계하기 위하여 설계 요구사항을 파악하고, 원재료 혼합비율을 결정하며 배합설계프로세스를 결정하는 능력이다.",화학·바이오,정밀화학,기능성정밀화학,1703020410
